id,titre,theme,mots_cles,producteur,type_prod,frequence,licence,modifie,lignes,description
comptage-multimodal-sites-et-trajectoires-de-comptage,"Comptage multimodal (Vélo, Trottinette, 2RM, VL, PL, Autobus-car) - Sites et trajectoires de comptage",Mobilité et Espace Public,"DVD,comptage vélo,comptage routier,IoT,trottinettes,vélo,moto,auto,2RM,mobilité",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2021-11-17,164,"Jeu de données statiques décrivant les trajectoires liées aux sites de comptages multimodaux (Vélo, Trottinette, 2RM, VL, PL, Autobus-car). La Ville de Paris collecte des données de comptages de véhicules par : Modes de déplacements (Trottinettes, Trottinettes + Vélos (lorsque la distinction entre ces 2 modes de déplacement n’est pas implémenté sur le capteur), Vélos, 2 roues motorisées, Véhicules légers &lt; 3,5 tonnes, Véhicules lourds &gt; 3,5 tonnes, Autobus & autocars), Types de file de circulation (Corona-pistes, Pistes cyclables, Voies de circulation générales), Sens de circulation . Ce"
dechets-menagers-points-dapport-volontaire-stations-trilib_old,OLD - Déchets ménagers - Points d'apport volontaire - Stations Trilib,Environnement,"Ordures ménagères,Point de collecte,Tri,Equipements,DPE,TRILIB",Direction de la Propreté et de l'Eau - Ville de Paris,,,Open Database License (ODbL),2021-10-04,238,"Dépublié le 26/09/2025 Localisation des conteneurs de tri de proximité accessibles 24h/24 – TRILIB’. Ces conteneurs de tri de proximité accessibles 24h/24 permettent de collecter plus et mieux, notamment le verre, les emballages en plastique et en métal, les papiers et les cartons. · Pourquoi Trilib’ ? · Trilib' : comment ça marche ? · Calendrier de déploiement des nouvelles stations Plus d'informations sur Paris.fr"
secteurs-des-bureaux-de-vote-en-2020,Secteurs des bureaux de vote en 2020,Citoyenneté,"bureau de vote,votes,suffrages,DDCT,élection","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2021-09-10,897,"Sectionnement des bureaux de vote en 2020 Représentation du sectionnement des bureaux de vote applicable à partir de février 2020. Couche surfacique des secteurs de bureau de vote issue de SIEL (système d’information des élections). Les limites des secteurs ne passent pas nécessairement dans l’axe des voies, ne s’appuient pas sur des limites de bâtiments et peuvent couper un îlot. Le tracé tient compte de la localisation des points adresses et vise à englober l’ensemble des points adresses rattachés à un bureau de vote. Les secteurs de bureau de votes sont délimités par le Bureau des Élections"
elections-regionales-2021-1ertour,Elections - Régionales 2021 - 1erTour,Citoyenneté,"résultats,élection,scrutin,vote,régionales,DDCT","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2021-06-28,898,"Résultats du 1er tour des élections régionales du 20 Juin 2021 par bureau de vote, quartier, arrondissement et circonscription. Vous retrouverez : Nombre de procurations Nombre d’inscrits Nombre d’émargements Nombre de votants Nombre de blancs Nombre de nuls Nombre d’exprimés Les résultats pour chaque candidat Un identifiant ID_BVOTE permet de réaliser une jointure avec les jeux de données géographiques des secteurs de bureaux de vote Ces résultats correspondent aux extraits le soir de scrutin du Système d'information élection de la Ville de Paris ( ""Sigles résultats"" jusqu'en 2015 et de ""Pari"
elections-regionales-2021-2emetour,Elections - Régionales 2021 - 2èmeTour,Citoyenneté,"résultats,élection,scrutin,vote,régionales,DDCT","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2021-06-28,898,"Résultats du 2ème tour des élections régionales du 27 Juin 2021 par bureau de vote, quartier, arrondissement et circonscription. Vous retrouverez : Nombre de procurations Nombre d’inscrits Nombre d’émargements Nombre de votants Nombre de blancs Nombre de nuls Nombre d’exprimés Les résultats pour chaque candidat Un identifiant ID_BVOTE permet de réaliser une jointure avec les jeux de données géographiques des secteurs de bureaux de vote Ces résultats correspondent aux extraits le soir de scrutin du Système d'information élection de la Ville de Paris ( ""Sigles résultats"" jusqu'en 2015 et de ""Par"
abri-voyageurs-ecrans-connectes,Ecrans connectés,Mobilité et Espace Public,"abris,voyageurs,bus ,DVD",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2021-06-22,93,Ce jeu de donnée géo-localise les abris voyageurs équipés d'écrans connectés Plus d'information sur ces abris: http://www.paris.fr/services-et-infos-pratiques/in... Le positionnement des abri voyageurs est de 5 à 10 mètres près
budgets-votes-autorisations-de-programmes-a-partir-de-2018-m57-ville-departement,Budgets Votés - Autorisations de Programmes à partir de 2018 (M57 Ville-département),Administration et Finances Publiques,"budget,finances,DFA,AP",Direction des Finances et des Achats - Ville de Paris,,,Open Database License (ODbL),2020-11-25,5761,"En investissement, on distingue la section de règlement de la section d'autorisations de programme. La section de règlement regroupe les crédits de paiement tandis que la section d'AP regroupe toutes les AP. La section d’AP est votée par mission, activité, individualisation. Les individualisations regroupent une ou plusieurs AP. Elles retracent la programmation pluriannuelle des investissements. Les autorisations de programme constituent la limite supérieure des dépenses qui peuvent être engagées en investissement. Elles sont consommées par des engagements comptables et juridiques. La réglemen"
budgets-votes-principaux-a-partir-de-2019-m57-ville-departement,Budgets Votés - Budget Principal à partir de 2019 (M57 Ville-département),Administration et Finances Publiques,"budget,finances,M57,DFA",Direction des Finances et des Achats - Ville de Paris,,,Open Database License (ODbL),2020-11-25,8598,"Présentation des montants en crédits de paiement du budget général de la collectivité parisienne. Le Budget Primitif (BP) est le premier budget voté. Il autorise les dépenses et les recettes pour l’année civile à venir. La section fonctionnement du budget primitif comporte l’ensemble des charges et des produits de la gestion courante de la collectivité. La section d’investissement regroupe toutes les opérations qui affectent la consistance du patrimoine de la collectivité. Pour Paris, étant à la fois une commune et un département, il convient de distinguer le budget municipal du budget départe"
budgets-votes-annexes,Budgets Votés - Budgets Annexes,Administration et Finances Publiques,"budget,DFA",Direction des Finances et des Achats - Ville de Paris,,,Open Database License (ODbL),2020-11-25,8646,"Les budgets annexes, distincts du budget principal proprement dit, mais votés par l’assemblée délibérante, doivent être établis pour certains services locaux spécialisés. A Paris, on recense 5 Budgets Annexes : Eau, Assainissement, Fossoyage, Transports Automobiles Municipaux et Aide Sociale à l'Enfance. Ce dernier relève du budget départemental tandis que les 4 premiers relèvent du budget municipal. Ces budgets permettent d’établir le coût réel d’un service et de déterminer avec précision le prix à payer par ses seuls utilisateurs pour équilibrer les comptes. Le jeu de données contient, par b"
chantiers-a-paris-copie,Historique – chantiers à Paris en 2019,Mobilité et Espace Public,"chantiers,espace public,emprises chantier,Restriction circulation,circulation,stationnement,mobilité",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2020-09-15,20073,"Historique – chantiers à Paris en 2019 Jeu de données des chantiers en cours en 2019, de la Ville de Paris, des opérateurs de réseaux ainsi que des chantiers privés qui occupent l'espace public parisien. Chaque enregistrement désigne une emprise de chantier. Un chantier peut contenir plusieurs emprises. L’emprise d’un chantier désigne une surface occupée temporairement par des travaux sur l’espace public. Elle correspond à l’espace déclaré par le demandeur (particulier riverain, concessionnaire de service public, maître d'œuvre ou conducteur de travaux, entreprise de BTP...) à l’occasion d’une"
respirons-mieux-dans-le-20eme-donnees-mini-stations,Respirons mieux dans le 20ème - Données mini-stations,Environnement,Qualité de l'air,Airparif,,,Open Database License (ODbL),2020-09-11,8760,"Jeu de données des mini-stations comparées aux stations de référence d'Airparif. Ces données exposent le taux horaire de dioxyde d’azote (NO2) en µg/m3 mesuré par des mini-stations réparties dans le 20ème arrondissement, c omparé à ceux de 2 stations de référence Airparif du 1er janvier au 31 décembre 2019. Présentation du projet dans le cadre du Budget Participatif de la Ville de Paris. Actualité de lancement du projet sur le site Airparif Parmi les 13 stations de référence d’Airparif situées à Paris, 2 stations ont été utilisées pour comparer les mesures des mini-stations : BP Est (Boulevard"
elections-municipales-2020-2emetour,Elections - Municipales 2020 - 2èmeTour,Citoyenneté,"résulats,élection,scrutin,vote,municipales","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2020-06-30,0,"Résultats du 2ème tour des élections municipales du 28 juin 2020 par bureau de vote, quartier, arrondissement et circonscription. Vous retrouverez : Nombre de procurations Nombre d’inscrits Nombre d’émargements Nombre de Votants Nombre de Blancs et Nuls Nombre d’exprimés Les résultats pour chaque candidat Un identifiant ID_BVOTE permet de réaliser une jointure avec les jeux de données géographiques des secteurs de bureaux de vote Ces résultats correspondent aux extraits le soir de scrutin du Système d'information élection de la Ville de Paris ( ""Sigles résultats"" jusqu'en 2015 et de ""Paris Vot"
elections-municipales-2020-1ertour,Elections - Municipales 2020 - 1erTour,Citoyenneté,"résulats,élection,scrutin,vote,municipales","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2020-06-30,0,"Résultats du 1er tour des élections municipales du 15 mars 2020 par bureau de vote, quartier, arrondissement et circonscription. Vous retrouverez : Nombre de procurations Nombre d’inscrits Nombre d’émargements Nombre de Votants Nombre de Blancs et Nuls Nombre d’exprimés Les résultats pour chaque candidat Un identifiant ID_BVOTE permet de réaliser une jointure avec les jeux de données géographiques des secteurs de bureaux de vote (ID_BVOTE est construit comme ceci :[Arrondissement] - [Numéro bureau de vote]) Ces résultats correspondent aux extraits le soir de scrutin du Système d'information él"
zones-de-rattachement-des-bureaux-de-vote-en-2012,Secteurs des bureaux de vote en 2012,Citoyenneté,"vote,bureau,DDCT,élection","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2020-03-06,869,Sectionnement des bureaux de vote en 2012
secteurs-des-bureaux-de-vote-en-2017,Secteurs des bureaux de vote en 2017,Citoyenneté,"bureau de vote,votes,suffrages,DDCT,élection","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Open Database License (ODbL),2020-03-06,896,"Sectionnement des bureaux de vote en 2017 Représentation du sectionnement des bureaux de vote, applicable à partir du 1er mars 2017. La représentation du sectionnement ne se calque pas sur le bâti ou sur le parcellaire car c’est le rattachement au point-adresse qui est pris en considération."
